ID,Text,Label
@VigilanteMian,I have associated with many Jamaati Islami people.  They are really nice people,1
@DelwarHussain-sp4iv,শুভকামনা ঢাবির সভাপতি ♥️♥️,1
@ranahowladir9321,ইঁদুরের গর্ত থেকে পালিয়ে বের হয়েছে,0
@bazlurrahman774,ধন্যবাদ বাংলাদেশ জামাত ইসলামীকে,1
@ahmedzaman,Alhamdulillah,1
@MRRAJIB-d1c,"তাহলে বুঝেন এবার, আন্দোলনটা ছিলো একটা ষড়যন্ত্র",0
@SafaMarowa-i8q,"Insha Allah apnara ashen khomotay, poribortoner ashay roilam",1
@Md.AbdulAlim-tc6og,Alhamdulillah jiboner Prothom vote jamat e islam k dibo,1
@muneeruddin2330,আমি ছাত্র শিবিরকে অনেক কাছ থেকে দেখেছি। সেরা একটা সংগঠন।,1
@swk-qf5fv,"পাগল জনগণগুলো আবেগ নিয়ে খেলেছে তারা,ছাত্র নামধারী সবগুলো শিবির জঙ্গিবাদের এজেন্ট ছিল,দেশটা এখন পাকিস্তানের মতো জঙ্গিবাদ দেশ হয়ে উঠবে, আওয়ামীলীগ সব সময় সঠিক পথেই ছিল  ।।",0
@MdAsifKhan-qt6eh,ভালোবাসার আরেক নাম বাংলাদেশ ছাত্র শিবির ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1
@ariful.i.bd.0,লজ্জা লাগে এই সব সংবাদ দেখলে। একদিকে ঢাকা বিশ্ববিদ্যালয়ের রাজনৈতি নাকি নিষিদ্ধ হলো। আবার ছাত্র শিবিরের সভাপতির পোস্ট বিশ্লেষণ করে নিউজ হচ্ছে।,0
@AbuTaher-e1w,বাংলাদেশ ইসলামী ছাত্র শিবির জিন্দাবাদ 🎉🎉🎉🎉🎉🎉🎉,1
@vivowisma5970,আলহামদুলিল্লাহ,1
@MdAl-Amin-h5b,"আলহামদুলিল্লাহ,,, <br>বাংলাদেশ জিন্দাবাদ,, <br>বাংলাদেশ জামায়েত ইসলাম জিন্দাবাদ,,, <br>বাংলাদেশ ছাত্র শিবির জিন্দাবাদ,,,",1
@abdulmabudbabul1494,আলহামদুলিল্লাহ,1
@mdsymonkhan1024,মাসা আল্লাহ ❤,1
@AyubkhanAj,আলহামদুলিল্লাহ,1
@mdgolam7091,আলহামদুলিল্লাহ। প্রিয় কাফেলা।,1
@Asif_Mahmud_Official_Channel,ঢাবি শিবির সভাপতির জন্য শুভকামনা রইল। আওয়ামী লীগ ছাড়া বাংলাদেশে সকল রাজনৈতিক দলের অধিকার আছে রাজনীতি করার।,1
@sheikhmamun8243,মোসাদ এর এজেন্ট ও এত চালাক না,1
@islamicentertainmentbd1627,"মাশাআল্লাহ।। সালাম জানাই ছাত্র শিবির কে,,,ছাত্র শিবির হয় তো জানে না।আমরা সবাই ওনাদেরকে পছন্দ করি",1
@younick8823,নব্য রাজাকারের মাথায় বাংলাদেশের পতাকা।<br>ছি ছি,0
@mdraselrasel6863,জয় হোক শিবির,1
@RealvoiceGEN_Z-f8m,জামাত শিবিরের দখল সব জায়গাতেই করতে হবে না হয় লীগ ও তার দৌসর গাভটি মেরে বসে আছে যেকোন সময় আত্মপ্রকাশ করবে। তাই রাজপথ দখল করার আহবান করছি ছাত্র ও জনগতা ওজামাত শিবিরদের।,1
@mdyousuf-cs5gj,আলহামদুলিল্লাহ আলহামদুলিল্লাহ,1
@Nothing-ty5qu,এইগুলা সব প্লানিং করেছে জামাত শিবির রাজাকারেরা এজন্য তো এরা মিছিলে বলেছিলো তুমি কে আমি কে - রাজাকার রাজাকার। সমন্বয়ক সবগুলোই জামাত শিবিরের  এটা বুজতে কি ওদের বলা লাগবে এটা তো আমরারপ্রথম থেকেই জানি😊,0
@sheikhrakibulhasan5331,শুধু ঢাবি শিবির সভাপতির পরিচয় জেনেই আশ্চর্য হয়ে গেলেন? <br>অথচ বাংলাদেশের ছাত্রসমাজ যদি রাজনৈতিক পরিচয় দেয়া শুরু করে তাহলে দেখবেন ডানে বামে শিবির ছাড়া আর কিছু নাই।,1
@MamunJubayer,Jamat islamic paty great political paty ❤❤❤❤❤I hope ❤,1
@maxmilan-e7s,শিবির বিএনপির এত সাহস থাকলে ১৭ বছর কিছু করতে পারে নাই কেন?<br>সাধারণ জনগণ ছাএরাদের অবদান ৮০ শতাংশ বাকিটা অন্য রাজনৈতিক দলের,0
@MuhammadAli-gc5rr,❤❤❤❤❤❤❤❤❤❤অবিরাম,1
@Yaseen_BD,আলহামদুলিল্লাহ ❤,1
@golammostofa-bs8zc,❤শিবিরের সন্ত্রাসী কার্যকলাপের কথা মানুষ অনেকেই ভুলে গেছে,0
@MdSojib-s4w9l,শিবির ❤,1
@SakibKhondaker-yy7ys,আলহামদুলিল্লাহ চাঁদাবাজমুক্ত দল🙏❤️,1
@modernagricultural9257,আলহামদুলিল্লাহ❤❤❤,1
@rahatrizowanarichi679,শিবির শ্রেষ্ঠ সংগঠন।শিবির শিবির জিন্দাবাদ জিন্দাবাদ জিন্দাবাদ।,1
@mohiuddinmohi2178,জামাত শিবির জিন্দাবাদ ❤❤❤❤❤❤,1
@mohiuddinmohi2178,জামাত শিবির জিন্দাবাদ ❤❤❤❤❤,1
@mohiuddinmohi2178,জামাত শিবির জিন্দাবাদ ❤❤❤❤❤❤❤,1
@nabilhabil1014,শুভেচ্ছা এগিয়ে যাও উত্তম চরিত্র গঠনের সংগঠন।,1
@learnwithtruth1741,আলহামদুলিল্লাহ ধন্যবাদ বাংলাদেশ জামায়াতে ইসলামী জিন্দাবাদ ও ইসলামী ছাত্রশিবির জিন্দাবাদ ও,1
@Si.Bahonsworld,ছাত্র আন্দোলন ছাত্রদের ছিল না ছিল রাজনৈতিক এজেন্ট।,0
@ajairagang3019,নারে তাকবীর আল্লাহু আকবার বাংলাদেশ জামায়াতে ইসলামী জিন্দাবাদ ❤,1
@abubakkar2952,বাংলাদেশ জামায়াতে শিবির জিন্দাবাদ,1
@mdrezaulkarim6606,আলহামদুলিল্লাহ,1
@টাকাইনকামবিদ্যা,বাংলাদেশ,2
@MarufHasan-io5rw,মেধাবীদের সংগঠন জামায়াত শিবির❤,1
@RBonline520,আলহামদুলিল্লাহ খবরটা শুনে অনেক ভালো লাগলো আমি একজন জামাতের কর্মী।,1
@AdmiringCaptainHat-nl6np,এভাবেই অথেনটিক খবর করবেন,1
@ShahabUddin-bp1mx,ছাত্র শিবির ছারা এত বড় আন্দোলন সম্ভব ছিলনা আলহামদুলিল্লাহ বাংলাদেশ জামায়াতে ইসলামী ও ইসলামি ছাত্র শিবির জিন্দাবাদ,1
@MyWorld-d9x,আলহামদুলিল্লাহ,1
@jolilsumon3908,আলহামদুলিল্লাহ ❤,1
@chchowdhury2024,"নেট দুনিয়ায় আলোচনার শির্ষে কথাটাই মিথ্যে , যা ইসলামের সাথে বেমানান। এমন মিথ্যে সৌরাচার হাসিনাকে মানায়।",1
@SujanAhmed-b5h,আলহামদুলিল্লাহ,1
@niluhumaida2191,আলহামদুলিল্লাহ,1
@shilarafia4381,"hasina to taile thiki bolse ei andolon e jamat shibir chilo,, bah manuhser emotion kaje lagai sei akta khel dekhailo,",0
@hdjduruyd2728,সমন্বয়কে শিবির দাবি করে নিজের ক্রেডিট নেতেছে এত দিন গেলো বছর গেলো কেউ জানলো না হঠাৎ উদাও হয়ে শিবির বাহ 😂,0
@skrayhan2518,সাব্বাশ ❤,1
@TaslimaHossen-w9f,Amader Satkaniar sontan ctg,1
@MdRakib-r1i,মাশাআল্লাহ আলহামদুলিল্লাহ জামায়াতে ইসলামী জিন্দাবাদ,1
@sumanahmed9732,আগেই বলছিলাম ঢাকা বিশ্ববিদ্যালয় এখন ঢাকা বিশ্ব মাদ্রাসা।😂😂😂,0
@mdSahed-hj4qu,🎉🎉🎉🎉 জীবনের প্রথম ভালোবাসা 🎉🎉🎉🎉,1
@TaslimaHossen-w9f,Amar porichito baier vagina,0
@owntune1999,ছাত্র শিবির জিন্দাবাদ,1
@MdAfsar-pd4fk,ছাত্র শিবির জিন্দাবাদ,1
@mdmn2011,ক্রেডিট নেওয়ার জন্য দুই দিন পরপর কতো নাটক সামনে আসবে তা দেখতে পারবেন।,0
@MdJabed-xb2lo,রাজাকারের বাচ্চা,0
@MuhibMunna-cc4bf,এটা পুরনো গল্প<br>এই আন্দোলন জামায়াত শিবিরের <br>ছাত্র আর জনতা কী,0
@MujammilHaque-m4f,দুনিয়ার শ্রেষ্ঠ সংঘটিত দল শিবির। ইসলামি ছাত্র শিবির জিন্দাবাদ।,1
@iftiyusuf8066,এই দেশের নারীদের মধ্যে শিবির নিয়ে যে ভয় একটাতেই আমার ভয়। অথচ শিবির সম্পর্কে এরা কিছুই জানেনা। খবরে আর ফেসবুকে দেখে আর তাই বিশ্বাস করে।,1
@MujammilHaque-m4f,সেরা সংঘটন,1
@MujammilHaque-m4f,"বাংলাদেশ জামায়াত ইসলামি জিন্দাবাদ,",1
@skjoynal5509,দেশের সেরা চেয়েও সেরা ছাত্রসংঘটন শিবির❤,1
@MDMESBAH-vj1op,আলহামদুলিল্লাহ বাংলাদেশ জামায়াতে শিবির জিন্দাবাদ অবিরাম ভালো বাসা,1
@shakibahmed9059,salute🫡,1
@smashrafulislam729,"আলহামদুলিল্লাহ <br>এটাই হলো ছাত্র শিবিরের মূল আদর্শ,❤<br>নিজের পরিচয় প্রকাশ না করেও মৌলিক অনেক কাজ করা যায় এটাই তার প্রমাণ।❤",1
@mdmostakkahn-9531,ছাত্র শিবির জিন্দাবাদ,1
@KamrunnaharSurma-w1j,Alhamdulillah ❤❤❤😊,1
@mdsobujfeni5237,দেশ বদলাতে চাই দেশের সংস্কার চাই কিন্তু নিজেকে বদলাতে চাই না নিজেদের সংস্কার চাই না<br>এভাবে কি দেশ বদলাবে??,0
@belayetshanto6396,Music dianna,2
@zohorulislambd9005,good,1
@YoE-n4l,ছাএ শিবিরকে ❤❤❤❤❤❤❤❤❤❤,1
@TipuSultan-zr4er,প্রানের❤❤শিবির❤❤,1
@dhakafurniture2834,"ছাত্র সংগঠন গুলোর মধ্যে ওরা (শিবির) একটু আলাদা। ওদের মধ্যে মেধা ,  নৈতিকতা  ও দেশের মানুষের প্রতি দায়বদ্ধতায় অনন্য ও সেরা।",1
@adabusiddik4051,আলহামদুলিল্লাহ ভালো,1
@mdkovirkhan-o3m,ইসলামী ছাত্রশিবির জিন্দাবাদ বাংলাদেশ জামাত ইসলামী জিন্দাবাদ,1
@anikalam9093,আমারাও ছাত্রলীগ থেকে ছাত্র শিবির  এর ভেতর ঢুকে গেলাম,1
@shakilupol7734,জামায়াত শিবির রাজাকার এই মুহুর্তে নিপাত যাক। বিএনপি জিন্দাবাদ ♥️💞💓🌺💐🌸,0
@wahidulalamsohel6237,"ঢাকা বিশ্ব‌বিদ‌্যালয় ছাত্র‌শি‌বির সভাপ‌তি সা‌দিক কা‌য়ে‌মের ফ‌্যা‌সিজম নি‌য়ে চমৎকার ফেসবুক পোস্ট প‌ড়ে মুগ্ধ হ‌য়ে‌ছি। ফ‌্যা‌সিবা‌দের ধ‌রন-ধারন, হাকিকত নি‌য়ে চব্বি‌শের একজন ছাত্র তার জে‌হে‌নে কেমন চিন্তাদর্শন লালন ক‌রে লেখাটির ভেতর দি‌য়ে ‌সে‌টি স্পষ্ট হ‌য়ে ও‌ঠে‌ছে। ফ‌্যা‌সিবাদ‌কে তি‌নি দে‌খেছেন অন্ত‌র্ভেদী চো‌খে, চ‌রিত্র অব‌লোকন ক‌রে ও‌ঠে‌ছেন তারই ক‌্যাম্পা‌সে। কা‌জেই তার অ‌ভিজ্ঞতালব্ধ বি‌শ্লেষণের ভেতর দি‌য়ে ফ‌্যা‌সিবা‌দের পত‌নের চিত্রকল্প প্রতিভাত হ‌য়েছে।<br><br>আমরা জে‌নে‌ছি সা‌দিকই ঢাকা বিশ্ব‌বিদ‌্যালয় বৈষম‌্যবি‌রোধী ছাত্র আ‌ন্দোল‌নের সমন্বয়ক। স‌ু‌খের কথা। এরকম গোছা‌নো ও ঈর্ষণীয়রক‌মে কা‌মেয়াব এক‌টি ছাত্র আ‌ন্দোলন‌কে নেতৃত্ব দি‌য়ে‌ছে সা‌দি‌কের মত রাজনী‌তি জানা ছে‌লেরা। তা সে সুসংগ‌ঠিত যে ছাত্রসংগঠ‌নেরই হোক, সুশৃঙ্খল ছাত্র রাজনী‌তির প্লাটফর্ম থে‌কে তা‌লিম নেয়া ক‌র্মি ছাড়া এত বড় এক‌টি ন‌্যায়‌ভি‌ত্তিক আ‌ন্দোলন‌কে কা‌মেয়াব করা সহজ ছিল না।<br><br>আমরা চাই সুস্থ ও সুষ্ঠুধারার ছাত্র রাজনী‌তি থে‌কে সৃষ্টি হওয়া নি‌বে‌দিতপ্রাণ কর্মিরাই ন‌্যায় ও ইনসা‌ফের জেহা‌দে শা‌মিল হোক। গ‌ড়ে তু‌লুক শোষণ ও ফ‌্যা‌সিবাদমুক্ত এক‌টি ইনসা‌ফের সমাজ।<br><br>ইন‌কিলাব জিন্দাবাদ।❤",1
@shakilupol7734,বয়কট সন্ত্রাসী জামাত শিবির।বিএনপি জিন্দাবাদ ❤❤,0
@shakilupol7734,বয়কট সন্ত্রাসী দল শিবির। তোরা এই মুহুর্তে বাংলা ছাড়।পাকিস্তানের প্রেতাত্মা পাকিস্তানে ফিরে যা।দেশের বারটা বাজিয়ে দিয়েছিস তোরা। ঢাকা বিশ্ববিদ্যালয়ে মানুষ মারছিস তোরা। বিএনপি জিন্দাবাদ,0
@md.tahsin8826,No politics 👊👊👊,0
@shakilupol7734,তফাজ্জল এর খুনি তোরা। মেধাবী নামের কুলাংগার সন্তান তুই।তফাজ্জলকে বাচানোর বিন্দুমাত্র ইচ্ছে তোর ছিল না।সালা রাজাকারের বাচ্চা। বিএনপি জিন্দাবাদ,0
@দিসইসমাইডিউটি,"বাংলাদেশের সেরা ছাত্র সংগঠন ইসলামি ছাত্র সংগঠন, আজকে আমি গর্বিত নিউজ টা দেখে আবেগে ধরে রাখতে পারলাম না।",1
@jahangirjahangir391,জামাত শিবির জিন্দাবাদ,1
@jahangirjahangir391,আলহামদুলিল্লাহ,1
@shakilupol7734,বয়কট সন্ত্রাসী ঢাকা বিশ্ববিদ্যালয়। বয়কট সন্ত্রাসী দল শিবির। জামায়াত শিবির রাজাকার এই মুহুর্তে নিপাত যাক। বিএনপি জিন্দাবাদ 🌸💐🌺💓💞♥️,0
@AyeubaliAyeubali,জামায়াত শিবিরের প্রতি আরো ভালোবাসা বেড়ে গেলো,1
@AyeubaliAyeubali,শিবির❤❤❤❤,1
@shakilupol7734,তফাজ্জলকে মারল তুই জেনেও কিছুই বললি না সালা রাজাকারের বাচ্চা জংগী। বয়কট সন্ত্রাসী দল শিবির। বিএনপি জিন্দাবাদ ❤❤,0
@masudmasud9997,Good 🌹,1
@unknownworld1975,"জারজ,,,সন্তান,,,, রাজাকারের বাচ্চা",0
@MasumMolla-l2r,আরো পাওয়া যাবে হিজবুত তাওহীদ,0
@ahsanulmahfuz6200,শেখ হাসিনা টিকই বলেছিলেন 😢,0
@mofizabdul9508,nice,1
@didaruddin3322,ছাত্র শিবির আগামীর ভবিষ্যত।দেয় ও ভালবাসা রইল,1
@MdRubel-m9z3g,"Raza kar dol er sapot,mane nejer deshe er sate gaddari,jeta maa er sate gadri te poman,ci ci",0
@baulmhbtv1197,ও একটা ষড়যন্ত্রকারি। যে নিজের পরিচয় গোপন রাখে সে কাপুরষ।,0
@MahbubRiazOfficial,"জন্ম যাদের এখানে, রাজত্ব তাদেরই সেরা হবার কথা❤",1
@mhNayeem26,আমার কাছে ছাত্রশিবির এবং জামাত ইসলাম ওদের প্রতি আমি দুর্বল হয়ে পড়ছি,1
@foridulislamcarvlogs285,আলহামদুলিল্লাহ,1
@discoveryofintoxication6477,"তাহলে  তখন যে তাদের শিবির ত্যাগ দিয়েছিলো তা সত্য ছিলো??😥😥,, তাহলে তারা পরিচয় কেন লুকালো কা পুরুষের মতো? 😔আর এখন এসে কেন তারা তাদের পরিচয় প্রকাশ কোরছে? আমরাতো জামাত শিবির, বিএনপি কে লোক পরিচয় নিয়ে হাটিনি,  তারা তখন নিজেদের সাধারন জনগণ বলে পরিচয় দিয়েছেন বিদায় আমরা তাদের অনুশরণ করছি,,  কিন্তু তারা যে তাদের অন্তরে আসলেই এই নংরা রাজনীতি পোষণ করতে তা জানলে কখনই ঘর থেকে বের হতাম না,,,",0
@Woodchampa1180,আজকে থেকে আর ছাত্রদেরও বিশ্বাস করা যাবেনা।একটা শয়তান গেছে  আর গুলো উঠে খাওয়ার জন্য মরে যাচ্ছে,0
@amileejui6973,Go ahead Shibir.,1
@fyazrashid,"তাহলে এই ছিল নাটক সিনেমার বাকি। এজন্যই তো প্রধানমন্ত্রী এত ঠেডামি করেছে, তার কাছে গোয়েন্দা তথ্য ঠিকই হয়েছিল। আস্তে আস্তে এদের আসল রূপ বের হয়ে আসছে।",0
@anikbanik3307,এ কে বলে রাজনীতি শিবির রে  রাজনীতি তে প্রথমে ছদ্মবেশ আসবে পরে নেতা হবে 😅😅,0
@MdAbudaud-yp7wj,ছাত্র শিবির ছাড়া এদেশ হাসিনা মুক্ত হতো  না জেমন বন্ধু কের৷সামনে বুকপেতে দেয়া আবু সাইদ শেক আশহবুল ইয়ামিন,1
@thewayfareroftruth3791,&quot;! আপনার  ছেলে কি শিবিরের কর্মী⚖️❓তাহলে আপনি 100% নিশ্চিত থাকেন❤🎉 🙋‍♂️সে কখনো বেনামাজি হবে না🙋‍♂️ সে কখনো ধর্ষণকারী হবেনা🙋‍♂️ নেশাখোর হবেনা🙋‍♂️ ইভটিজিং করবে না🙋‍♂️ সন্ত্রাসী হবে না🙋‍♂️ যদি এর মধ্যে একটাও থেকে থাকে। বুঝে নিবেন সে শিবীরের কর্মী হতে পারেনা।⚖️🙋‍♂️,1
@saifulalam1191,জামাত তো বাংলাদেেশের রাজনীতি  দল না উরা পাকিস্তানি জিন্নাত বাবার আদশের এরা এই দেশ কে অন্তর থেকে ভালবাসে না পাকিস্তানি মততাআদশের জিন্নাত এর মৃত্যু বাষিকী পালন করেছেন 😂😂😂😂😂😂😂😂😂😂😂,0
@md.abdulmannan1439,"শিবিরের সভাপতি কখনো কারো রেফারেন্সের মাধ্যমে হওয়া সম্ভব না ।  ০ থেকে ১০ ( উদাহরণ )  প্রত্যেকটা ধাপ নিজের যোগ্যতার ভিত্তিতে অর্জন করতে হয়....  <br><br>এটা এমনই একটা রাজনৈতিক সংগঠন যা শুরু থেকে বৈষম্য বিরোধী ।  <br><br>এই সংগঠনের প্রতিটা ব্যক্তিই তার আমিরের প্রতি আনুগত্যশীল । <br><br>আর এই কারণেই বাংলাদেশ ইসলামি ছাত্রশিবির একটি সুশৃঙ্খল ও  বলিষ্ঠ ছাত্র সংগঠন ❤️<br><br>ভালোবাসার সংগঠন,  ভালোলাগার সংগঠন ❤️<br><br>বাংলাদেশ ইসলামি ছাত্রশিবির জিন্দাবাদ ❤️",1
@Woodchampa1180,এমন ধোকা দিলো শিবিরে।শয়তান,0
@monjurulalom2859,ধন্যবাদ ATN News কে।,2
@MisbahurRahmanAasim,রিপোর্টার &quot;আওয়ামী ফ্যাসিবাদের&quot; জায়গায় ইসলামী ফ্যাসিবাদ কোথায় পেলেন?,2
@robimunna3818,জাতীয় সংগীত পরিবর্তন করতে চায় কেন,2
@সিলেটবাংলাদেশ,ছাত্র শিবির আমার অনেক ভালো লাগে,1
@sajidjarin2024,সেরারা এভাবেই নিরবে নিভৃতে সংগ্রাম করে যায়। নিজের জয়গান করে বেড়ায় না।,1
@alirejamia3336,রাজাকার রা স্বাধীন দেশ দখল করে নিল।,0
@saifulalam1191,এত দিন চুরি করে রাজনীতি করেছেন 😂😂😂😂😂,0
@moudodahmod5707,ইসলামি ছাত্রশিবির জিন্দাবাদ,1
@alirejamia3336,wait and see,2
@alaminkhan-el3oo,শিবিরের ভাইদের প্রতি শুভকামনা রইল ❤,1
@sakibhossan7170,"এরা কিছুদিন আগে ছাত্র রাজনীতির বিপক্ষে ছিল, এখন আবার ছাত্র রাজনীতির পক্ষে গীত গায়।পরে দেখা যাবে এরা এরাই মারামারি করছে।",0
@waztv2k,রেডী থাক,0
@mortuja1,Bastobe jara satro sibir onno dol take tulonamolk babe balo,1
@shamimchannel8097,আলহামদুলিল্লাহ,1
@mohammedsohagali4381,"সমন্বয়ক বলতে কিছু নেই সবগুলোই শিবির, ছাত্রলীগ, ছাত্রদল 🎉🎉🎉",0
@ashrafulaziz4855,আলহামদুলিল্লাহ,1
@tarekmuhammedredwan,শিবিরের ছেলেদের আমার কাছে নিরাপদ মনে হয়েছে। জামাত শিবিরকে নির্বাচিত করা জরুরি।দূর্নীতি মুক্ত দেশ উপহার একমাত্র জামাত শিবির দিতে পারে।❤❤,1
@mdriyazuddin8541,আমি মনে করি বাংলাদেশের মধ্যে যদি কোন রাজনৈতিক দল থাকে সেটা হচ্ছে জামায়াতে ইসলামী এবং দেশ প্রেম আদর্শ রাজনৈতিক সংগঠন হলো ছাএ শিবির।,1
@rksawon33564,আলহামদুলিল্লাহ,1
@HossainKamal-p4f,Allah Hu akbar,1
@RahmanRahman-gr1vb,Eishob faltu khobor rajakar albodor alshamdder prochrona bondho korun,0
@Life78472,"Dol vittik rajniti thakle maramari obodharito,tai dol vittik rajniti student der jonno somorthon korina",2
@IslamicMotivation400,আলহামদুলিল্লাহ,1
@HaddadHadddad-o4d,Rajakar,0
@RRTvlogsBD,লাভ ইউ ভাই,1
@nirobgazi9895,সেলুট ছাত্র শিবির কে।,1
@DELOWAR493,ইসলামী ছাত্র শিবির - জিন্দাবাদ,1
@farjanasoma5101,"সত্য হচ্ছে সূর্যের আলোর মতো,, যতই কালো অন্ধকার মেঘে তাঁকে ঢেকে ফেলুক না কেনো, মেঘ ভেদ করে সূর্য একদিন পৃথিবী কে আলোকিত করবেই, ভারতের প্রথম টার্গেট ই হলো বাংলাদেশ ছাত্র শিবির, কারণ ভারত এবং ওদের একমাত্র এজেন্ট আওয়ামিলীগ খুব ভালো করে জানে যে, পৃথিবীর কোনো কিছু দিয়ে ও ছাত্র শিবিরের একজন কর্মী কে ও কেনা গোলাম বানানো সম্ভব না, এটি একটি সম্পুর্ন আদর্শ সংগঠন, এজন্যই সর্ব প্রথমেই তাদেরকে মিথ্যা প্রপাগাণ্ডা ছড়িয়ে মানুষের মধ্যে এদের সম্পর্কে ঘৃণা বিদ্বেষ ছড়িয়ে গেছে এতদিন, কিন্তু সত্য হলো এটাই, আজ পর্যন্ত শিবিরের একটা ছেলের বিরুদ্ধে এতটুকু ও কোনো সন্ত্রাসী কর্মকাণ্ড বা অন্যায়, চাঁদাবাজি, খুন, গুম এগুলো একটা ও প্রমান এই ভারত এবং ওদের দালালেরা করতে পারেনি, কারণ শিবির কোনোদিন ও সন্ত্রাসের রাজনীতি করেনি করবেনা কোনোদিন, এবং শিবিরের একেকজন কর্মী একেকজন খাঁটি দেশপ্রেমিক, এরা খুব ভালো করে জানে  দেশের স্বাধীনতা ও সার্বভৌমত্ব রক্ষার জন্য স্বৈরাচার ফ্যাসিস্টদের গুলির সামনে কিভাবে বুক চিতিয়ে দৃঢ় ভাবে দাঁড়াতে হয়,,, স্বৈরাচারের লেলিয়ে দেয়া দোসর ও দালাল মুক্ত বাংলাদেশ চাই,, 🇧🇩❤️✊",1
@faisalahmed5032,বাংলাদেশ ইসলামি ছাত্র শিবির জিন্দাবাদ। ❤❤❤❤,1
@arifvillageboy1583,আলহামদুলিল্লাহ,1
@JunaidRaj-m6b,বাংলাদেশ ইসলামি ছাত্র শিবির জিন্দাবাদ,1
@MasudMatubbor-w1o,ভাই মানুষের নাম টা যে পুরো পুরি নিতে হয় তা কি আপনি জানেন,2
@MehediHasan-hd1ol,হাসিনা এমনিতে বলেনি,0
@mahfuzurrahman7850,Sheikj hasina bolechilo era shibirr but tkhn haslam,0
@MdJowelAhmed-ku7mk,মাশাআল্লাহ আলহামদুলিল্লাহ,1
@ummakulsum9384,ভাই তোমার জন্য অনেক দোয়া ও শুভকামনা ❤,1
@user-rockybsikder,রাজাকারের বাচ্চারা মুখোশ খুলছে ধিরে ধিরে,0
@mdraselkhan3985,আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ,1
@faisalhasan8844,আলহামদুলিল্লাহ সাবেক শিবিরের কর্মী হিসেবে,1
@mdyouns9151,"ছাএ শিবির জিন্দা বাদ, <br>বাংলা দেশ কে দুর্নীতি মুক্ত করতে হবে",1
@isratjahan_marufa.,শিবিরের বিগত দিনের কর্মীরা বিশ্বের বড় বড় জায়গায় চাকরী করতেছে।এরা ১ বছরের বেশি পদে থাকতে পারে না।<br>তাই আদুভাইও তৈরী হয় না।শিবিরে প্রতিবছর মেধাবী মুখ আসে।,1
@ahnafhunt3605,ছাত্র শিবির  একটি আদর্শ জাতি গড়ার কারিগর,1
@Gotlu-h3n,So Jamat-shibir freed the country from the mafia godmother 😂,0
@essuz4595,"শিবিরের পরিচয়টাই গর্বের, মানবজাতির মধ্যে  উত্তম ও  শ্রেষ্ঠ ব্যক্তি।",1
@mdHadayet-p4k,Alhamdulillah,1
@isratjahan_marufa.,মেধাবী রাই শিবির করে!,1
@mdHadayet-p4k,Mashaallah,1
@sultanmahmud3257,আমার দোকানের বাকী সব কুকুরের দলের কাছে পাওনা আছে। শুধু শিবির ছাড়া।,1
@frombangladesh605,😂ai rajakarder karonei ajk deshta dhonser pothe...,0
@faisalahmedmichigan,Why you guy (ATN Babgla) use background music like  stupid Indian news channels!!,2
@MamunAhmed-xl2sz,"ধন্যবাদ, দোয়া ও ভালোবাসা রইল সাদিক ভাইয়ের জন্য।",1
@AkhlasurRahman-r6x,শিবির ❤❤,1
@mustakin1390,"&quot;👉🇧🇩স্বাধীন বাংলা থেকে আমার এই কথা🙏 মনে রাখবেন ২০ কোটি জনতা🤔💞🙏অসংখ্য তরুণ শহীদের বিনিময় পেয়েছি এই স্বাধীনতা👉🇧🇩এখনো হাজার হাজার জীবন্ত শহীদ 😢কাতরাচ্ছেন ওই হসপিটালে 😭কারো হাত নেই, কারো পাও নেই 😪তবুও  মুখে হাসি বিজয়ার উল্লাসে💪🇧🇩আমরা  মনে করি শহীদদের আত্মার শান্তি ভাবে তখন👉কোরআন-হাদিসের  আইন দিয়ে রাষ্ট্র চলবে যখন🙏 👉🇧🇩⚖️💞⚖️🤲",2
@sofiqul742,ছাত্র শিবির একটি আদর্শবান সংগঠন।।,1
@monwarhossen7950,এতো দেখি তামিল মুভির ক্লাইম্যাক্সের টুইস্টকেও হার মানায়।একজন হিরোর  হিরোর মতই প্রত্যাবর্তন হয়েছে ❤️❤️❤️,1
@GmRezaulislamGmRezaulislam,"আলহামদুলিল্লাহ ,,,  ছাত্র শিবির দেশের গর্ব এ জাতির গর্ব",1
@mdsiamshikdar,মেধাবী - কোনো আদুভাই না🤍,1
@hellobangladesh5213,শেখ হাসিনার কথাই সত্য,0
@MdHellalkhan-ze5bb,আলহামদুলিল্লাহ,1
@fawadchowdhuryfc3431,শিবির মানে আগুন,1
